epoch,acc,loss,mean_squared_error,val_acc,val_loss,val_mean_squared_error
0,0.082578125,3.17393781304,21.5968165288,0.048828125,2.53838041425,9.12054976821
1,0.085078125,2.66891910341,15.8421386153,0.068359375,1.97107226402,5.86105690897
2,0.1058125,1.96609765247,8.67145100808,0.0859375,1.63764575869,4.26764671504
3,0.1190625,1.72677617341,6.82596040893,0.125,1.5349611789,3.93234787881
4,0.13121875,1.5611319401,5.67137985951,0.08203125,1.4335148856,3.71979548037
5,0.1425625,1.43530249429,4.86024406666,0.091796875,1.39669156075,3.31862604618
6,0.1495,1.35357229763,4.25838979173,0.123046875,1.37874404341,3.05320747197
7,0.159265625,1.28253600413,3.87442956993,0.107421875,1.31679953635,3.02910203487
8,0.1656875,1.21556800106,3.5041857889,0.109375,1.44639895856,3.46970469505
9,0.172515625,1.16370848611,3.18674195892,0.107421875,1.47258955985,3.4843981117
10,0.175734375,1.12034531303,2.93739283296,0.087890625,1.36819545925,2.95198091865
11,0.180390625,1.08298325777,2.78549466939,0.08203125,1.47120662779,3.57710301876
12,0.185515625,1.0473571142,2.59286048436,0.08984375,1.58622143418,3.84933741391
13,0.187625,1.02887500256,2.55393937907,0.115234375,1.37343721464,3.21006572247
14,0.19303125,1.00258891746,2.40588925502,0.09765625,1.49571244419,3.59544305503
15,0.194265625,0.983524185628,2.28738087103,0.087890625,1.4864756763,3.61017365754
16,0.197453125,0.959237851918,2.18166105221,0.08984375,1.59342701733,4.13481527567
17,0.199109375,0.937013756692,2.07862966213,0.111328125,1.43829070777,3.24474312365
18,0.204109375,0.912881404862,1.97249993314,0.078125,1.4666858241,3.54615877569
19,0.2089375,0.904173074558,1.953625043,0.091796875,1.39719665796,3.29350011051
20,0.211328125,0.883319615096,1.84908512834,0.060546875,1.46847230941,3.27887190878
21,0.212515625,0.873578759,1.77546552758,0.109375,1.54712866247,3.88972397149
22,0.2140625,0.858085406721,1.73380237536,0.1015625,1.38648600131,3.21558728069
23,0.216765625,0.849093530998,1.68903626955,0.09765625,1.414906919,3.34843328595
24,0.2205,0.829556426749,1.60947848419,0.10546875,1.5215286836,3.85612168908
25,0.22125,0.826013518423,1.58235325752,0.10546875,1.41211228073,3.29177586734
26,0.22328125,0.810350022987,1.52735278097,0.1171875,1.37256217375,3.41167210788
27,0.22378125,0.811375175565,1.54223293956,0.0859375,1.42078275979,3.28912771493
28,0.22465625,0.801677550763,1.50699012874,0.107421875,1.3515060395,3.0205539614
29,0.230609375,0.789940247267,1.46345210295,0.1171875,1.37154950947,3.42040976137
30,0.230953125,0.78265897727,1.43999577431,0.10546875,1.45797643065,3.62275916338
31,0.23475,0.768050150022,1.37295842944,0.109375,1.45860411599,3.51140791178
32,0.23228125,0.76774802503,1.39127235709,0.078125,1.48520172387,3.66174201667
33,0.233796875,0.76624775669,1.39843097048,0.08203125,1.45574505627,3.45209977031
34,0.237140625,0.758598562241,1.35510510997,0.08984375,1.40893001854,3.25708114356
35,0.236578125,0.753547520235,1.33201253214,0.103515625,1.48509522527,3.84820017219
36,0.239578125,0.742237856776,1.29735600539,0.09765625,1.46798945591,3.72171500325
37,0.242515625,0.738825720757,1.27342493232,0.09765625,1.36989695579,3.01400728524
38,0.2423125,0.733005182311,1.25221322592,0.1171875,1.44763496146,3.80421127379
39,0.240625,0.72738946116,1.23099399605,0.09765625,1.28128348663,2.85165248066
40,0.246765625,0.719065371573,1.20525949535,0.09375,1.42313118279,3.41179099679
41,0.2465,0.720660405308,1.21760968047,0.091796875,1.37286994606,3.34723965079
42,0.245125,0.715992524773,1.19245163882,0.13671875,1.34423866868,3.18840610981
43,0.25059375,0.706083999321,1.15873204696,0.107421875,1.39006831497,3.26888976991
44,0.248015625,0.705172016114,1.15807753891,0.12890625,1.35306093469,3.11418779194
45,0.25259375,0.70419491519,1.1670074364,0.07421875,1.51257558912,3.82878812402
46,0.2488125,0.699514529869,1.14086680102,0.14453125,1.29652550817,3.11103017628
47,0.250875,0.692409434199,1.11966171922,0.109375,1.54984744638,4.26439543068
48,0.2501875,0.687944726616,1.10761672106,0.111328125,1.40771832317,3.69214694202
49,0.2534375,0.690917352796,1.12216254234,0.11328125,1.38217246905,3.46886210889
50,0.25528125,0.684484482899,1.10105925991,0.0859375,1.52469854802,3.9571197927
51,0.257390625,0.678735490829,1.08958729046,0.109375,1.43823450059,3.69523853064
52,0.25728125,0.679948506027,1.07996022348,0.095703125,1.43366729468,3.63812237978
53,0.259625,0.674754804447,1.07862679231,0.08984375,1.50786113739,3.96217685938
54,0.26028125,0.667082598194,1.0354194698,0.1015625,1.34959705919,3.04478619248
55,0.26040625,0.660253227681,1.01045874514,0.083984375,1.49806652963,3.70500530303
56,0.260328125,0.661003529832,1.03048578606,0.134765625,1.43945740908,3.69365924597
57,0.25728125,0.664129646972,1.03559707627,0.095703125,1.45594671741,3.69208543003
58,0.259875,0.657544520289,1.02261604658,0.107421875,1.34336332232,3.09109668434
59,0.261875,0.657798567146,1.02489265879,0.11328125,1.33679007739,2.99171076715
60,0.265859375,0.649317462951,0.986187055014,0.107421875,1.42637646198,3.61637271941
61,0.26565625,0.650967731506,0.991567050435,0.15625,1.34983744472,3.23471097648
62,0.264765625,0.649324991778,0.984252240226,0.09375,1.2984168753,2.82346169651
63,0.2633125,0.6484693726,0.986597574793,0.140625,1.25010696426,2.80365930498
64,0.2651875,0.638549452007,0.948013167746,0.125,1.4217852354,3.63556173444
65,0.265734375,0.646814750955,0.97486006096,0.0859375,1.41385359317,3.32137365639
66,0.26921875,0.645892973781,0.975149078675,0.115234375,1.43542134389,3.43370462954
67,0.26828125,0.637526240125,0.950253822848,0.103515625,1.45403734595,3.62563119829
68,0.271140625,0.641332624525,0.974547624409,0.09765625,1.50982630998,4.02294303477
69,0.26928125,0.628855614215,0.923214332573,0.115234375,1.29895254225,3.08387196809
70,0.27309375,0.630215811476,0.937179977477,0.087890625,1.33267475292,3.18949202448
71,0.270453125,0.630350047782,0.941998953134,0.095703125,1.4461414665,3.75242289901
72,0.273515625,0.627151718885,0.918814390495,0.107421875,1.39964754134,3.26677323878
73,0.273875,0.625715432301,0.912632652633,0.095703125,1.43114551902,3.57425580919
74,0.273125,0.622617160246,0.908346864298,0.125,1.35378847644,3.16491840035
75,0.276140625,0.615876920879,0.885121169135,0.0859375,1.34500443935,3.0209999755
76,0.27434375,0.620113735631,0.900155842625,0.12109375,1.43084160984,3.49208730459
77,0.2724375,0.617957860634,0.885478876404,0.10546875,1.49595127627,3.76273394376
78,0.2755,0.612271381199,0.883200214252,0.087890625,1.4482562542,3.45521713048
79,0.2748125,0.612520658448,0.87919234442,0.130859375,1.38062698022,3.35398738086
80,0.277046875,0.607010004051,0.866634426937,0.080078125,1.42803791165,3.32453374565
81,0.27859375,0.602372896165,0.852951380275,0.130859375,1.36255931109,3.4791707322
82,0.277125,0.60985654141,0.874673466101,0.1171875,1.44270732999,3.70907218754
83,0.276265625,0.608450310171,0.875376860343,0.08203125,1.50689708069,3.82917387784
84,0.280640625,0.606930071428,0.874197595872,0.103515625,1.373358123,3.27639398724
85,0.277296875,0.604993204519,0.86936153584,0.087890625,1.3851692006,3.18530018628
86,0.275125,0.601556853399,0.867114490651,0.083984375,1.3656411767,3.08369218558
87,0.283078125,0.602346087798,0.860274770685,0.080078125,1.48097044975,3.57647418976
88,0.27734375,0.601248443276,0.854958987169,0.103515625,1.3034918122,2.92052982748
89,0.282203125,0.600781490907,0.858028902829,0.08984375,1.55093596876,4.10370497406
90,0.284390625,0.595168072224,0.832373984642,0.125,1.24081354588,2.68956134468
91,0.2796875,0.596234416693,0.835222253665,0.123046875,1.31760841608,3.02939484268
92,0.280625,0.598036935613,0.842483234845,0.1015625,1.44600747526,3.52980042994
93,0.280390625,0.595817116708,0.846671665259,0.111328125,1.28662506491,2.93362005055
94,0.284046875,0.593967293113,0.831347049274,0.1328125,1.23838922754,2.79118199646
95,0.286140625,0.58861250627,0.81951485594,0.115234375,1.41421212256,3.57079820335
96,0.280515625,0.595594307452,0.850359577097,0.119140625,1.31786063313,3.19667190313
97,0.28628125,0.587809875101,0.817959109358,0.12109375,1.25763022155,2.78489220887
98,0.28178125,0.585911401302,0.80921742519,0.1015625,1.39548499882,3.34309642017
99,0.286609375,0.584731356949,0.805173331141,0.095703125,1.48345559835,3.77607414126
